smiles,logP,penalized_logP,qed,3pbl_docking,SA,exact_mol_wt,fp_density_morgan_1,fp_density_morgan_2,fp_density_morgan_3,heavy_atom_mol_wt,max_abs_partial_charge,max_partial_charge,min_abs_partial_charge,min_partial_charge,mol_weight,num_radical_electrons,num_valence_electons
Cc1nc(NC(=O)[C@](C)(N)C(F)(F)F)ccc1Br,2.3707200000000004,-0.18044715059892,0.8767220112038319,-6.8,3.294567326342712,325.003758732,1.4444444444444444,2.0,2.4444444444444446,315.0279999999999,0.4146732092847872,0.4146732092847872,0.3099839001743897,-0.3099839001743897,326.116,0,100
C=C(C)COc1cccc2c1N[C@H](c1ccc(O)c(OC)c1)[C@H]1CC=C[C@H]21,5.182200000000004,1.4659619385244265,0.7186302332066437,-7.4,3.557445789990425,363.18344366,1.2592592592592593,2.111111111111111,2.888888888888889,338.2570000000001,0.5042545901044325,0.1603275710600912,0.1603275710600912,-0.5042545901044325,363.4570000000001,0,140
Cn1cc(C[NH+]2CCC3(CC[C@H](CNC(=O)c4ccccc4)O3)CC2)c2ccccc21,2.704800000000001,-1.0230701599297598,0.6694066211598538,-9.9,4.192343150597496,418.24890368409,1.096774193548387,1.8387096774193548,2.6451612903225805,386.3050000000002,0.3694669749487178,0.2508685685561688,0.2508685685561688,-0.3694669749487178,418.56100000000015,0,162
Cc1nn(-c2ccc(F)cc2)c(C)c1C(=O)OCC#N,2.3086200000000003,1.0822663978111122,0.8046452911968944,-6.8,2.204541529657172,273.091354844,1.4,2.05,2.65,261.17099999999994,0.4465760501440082,0.342449999564718,0.342449999564718,-0.4465760501440082,273.267,0,102
O=C(Nc1ccc(F)cc1)NC1CCN(C(=O)CCc2nc(-c3ccccn3)no2)CC1,3.016000000000002,1.4456014759709708,0.6117068126909138,-9.0,2.313171171676334,438.181566816,1.125,1.90625,2.625,415.2790000000002,0.3425338196575392,0.3189528827671386,0.3189528827671386,-0.3425338196575392,438.4630000000002,0,166
CCCC[NH2+]Cc1ccccc1C1CC1,2.4275,-0.0337582766927566,0.6853963348292221,-6.9,3.205200023991752,204.17467612409,1.2666666666666666,2.066666666666667,2.8,182.161,0.342493861589609,0.1015111945277903,0.1015111945277903,-0.342493861589609,204.337,0,82
O=C(Nc1cccc([N+](=O)[O-])c1)C(=O)N1CCO[C@@H](c2ccccc2)C1,2.1334,0.4426307562095616,0.5162028844006294,-9.1,2.636363537513996,355.11682064400003,1.1538461538461535,1.9230769230769231,2.6538461538461537,338.2140000000001,0.3698309789537737,0.3134111035952076,0.3134111035952076,-0.3698309789537737,355.35,0,134
CC(=O)N1CC[C@H](C[NH+](C)Cc2cc(F)c(F)cc2F)C1,0.987,-2.09232472767113,0.8242881643173072,-7.4,4.08456211886992,301.15222434009,1.2857142857142858,1.9523809523809523,2.571428571428572,281.172,0.3424213593543971,0.2189554145713889,0.2189554145713889,-0.3424213593543971,301.332,0,116
CCc1cnc(NC(=O)[C@@H]2CCC(=O)O2)s1,1.3496,-0.5857193186110534,0.8096505811299117,-6.4,3.0382638539599984,240.056863244,1.75,2.5625,3.125,228.188,0.4522062338296447,0.3062293093304658,0.3062293093304658,-0.4522062338296447,240.284,0,86
Cc1nn(-c2ccccc2)c(Cl)c1C(=O)NC12CC3CC(CC(C3)C1)C2,4.532720000000004,-5.90386820265329,0.8632999046930759,-9.7,3.523568880082763,369.160790068,1.1153846153846154,1.6923076923076923,2.269230769230769,345.7040000000001,0.3464184423217397,0.2562661733811993,0.2562661733811993,-0.3464184423217397,369.8960000000002,0,136
C[C@@H](C(=O)N1CCCC1)N1CCN(C(=O)c2cc3ccccc3n2C)CC1,1.947,0.3268938595903649,0.8320255312365543,-8.3,2.624427034755381,368.221226136,0.925925925925926,1.5925925925925926,2.259259259259259,340.25700000000006,0.3413490078773925,0.270091399487936,0.270091399487936,-0.3413490078773925,368.4810000000001,0,144
C[C@@H]1CO[C@H](CO)CN1Cc1c(Cl)nc2sccn12,1.6307999999999996,-1.2319804170805542,0.936058225782955,-6.5,3.741365552623537,301.065175432,1.631578947368421,2.473684210526316,3.263157894736842,285.67100000000005,0.393624759708472,0.1948610854397329,0.1948610854397329,-0.393624759708472,301.799,0,104
CC[S@@](=O)[C@H]1CCCC[C@@H]1NC(=O)Nc1ccc2c(c1)OCO2,2.616600000000001,-0.2318350638783299,0.8846489303531444,-8.3,3.480619341385977,338.130028184,1.2608695652173914,2.0434782608695654,2.869565217391304,316.25300000000004,0.4535930313053855,0.3189924908888085,0.3189924908888085,-0.4535930313053855,338.42900000000014,0,126
CCc1nn(C)cc1NC(=O)[C@H]1CCCN1c1ncnc2sccc12,2.5947000000000005,0.0347605266727772,0.7775333123589326,-5.3,3.24536584555754,356.14193026,1.44,2.32,3.16,336.2950000000001,0.3439321114812185,0.2467211106367955,0.2467211106367955,-0.3439321114812185,356.455,0,130
Cc1c(C(=O)N(C)C2CCCCC2)sc2ccccc12,4.614420000000004,2.796085060088348,0.7892764690957262,-7.4,2.116727941140427,287.13438529200005,1.2,1.9,2.6,266.26,0.3380209240978665,0.2637264952736738,0.2637264952736738,-0.3380209240978665,287.428,0,106
C[C@@H](C(=O)NCc1cccc(OCC(F)F)n1)N1CC[NH+](C)CC1,-0.4394999999999978,-2.9597877227929983,0.7048689712676034,-7.6,3.977973762395025,343.19400890009,1.4166666666666667,2.125,2.7916666666666665,318.1980000000001,0.4715802488032224,0.271608609325742,0.271608609325742,-0.4715802488032224,343.39800000000014,0,134
Cc1ccnc(SC[C@@H]2Cc3ccccc3S2)n1,3.594120000000002,0.873610957401916,0.6307685814537679,-7.4,3.1271675535150454,274.059840448,1.3333333333333333,2.2222222222222223,3.055555555555556,260.302,0.2311211711566966,0.1872565109979608,0.1872565109979608,-0.2311211711566966,274.41400000000004,0,92
CC1([C@@](C)(NCc2cccs2)C(N)=O)CC1,1.8818,-0.7458394313150145,0.8226587180440401,-5.8,3.481773907627261,238.113984196,1.6875,2.375,2.8125,220.212,0.3680586242016274,0.2375166068866048,0.2375166068866048,-0.3680586242016274,238.356,0,88
C[C@H](CNC(=O)c1ccc(-c2cnco2)cc1)Oc1ccc(Cl)cc1,4.192300000000003,1.9647466829901443,0.7187808641030284,-8.4,2.5647889224806164,356.09277008400005,1.2,1.92,2.56,339.6730000000001,0.4888899441909681,0.2509083820184358,0.2509083820184358,-0.4888899441909681,356.8090000000001,0,128
C[C@@H](OC(=O)c1cc(-c2ccccc2)nn1-c1ccccc1)C(=O)c1c(N)n(C)c(=O)n(C)c1=O,1.9470999999999992,-0.0301463579369532,0.3344115617595227,-7.6,2.922473121020344,473.169918836,0.9428571428571428,1.542857142857143,2.171428571428572,450.3050000000002,0.4495273503632893,0.3573076997491743,0.3573076997491743,-0.4495273503632893,473.4890000000003,0,178
Cc1ccc(CN2CC[NH+](Cc3ccc4c(c3)OCO4)CC2)c(C)c1,1.93284,-0.4147944577685902,0.9219086776872496,-9.5,3.23519981362659,339.20670452409,0.96,1.76,2.56,312.24300000000005,0.4535954281075019,0.2308004053251754,0.2308004053251754,-0.4535954281075019,339.4590000000002,0,132
COCC1CCN(C(=O)Nc2ccc(-n3ncn(C)c3=O)cc2)CC1,1.4612999999999996,0.1897201495345866,0.9095549258694472,-8.1,2.456114724800696,345.180089596,1.28,1.96,2.52,322.2190000000001,0.3843998404726774,0.3497421830417705,0.3497421830417705,-0.3843998404726774,345.4030000000002,0,134
COc1ccc(CC(=O)N/N=C\c2cccs2)cc1OC,2.458100000000001,1.3714210475152513,0.6585465064026071,-7.1,2.050245928124477,304.088163372,1.2857142857142858,2.095238095238096,2.761904761904762,288.243,0.4928699752384243,0.2439845079376955,0.2439845079376955,-0.4928699752384243,304.3710000000001,0,110
C[C@H]1CCCN(/C(=C/C#N)c2ccccc2)C1,3.282980000000002,0.9777843519382584,0.7235116082772494,-7.0,2.85906290236745,226.146998576,1.411764705882353,2.176470588235294,2.823529411764706,208.179,0.370207814006096,0.0933500814132884,0.0933500814132884,-0.370207814006096,226.323,0,88
COC[C@@H](C)NC(=O)C(=O)Nc1ccc(C(C)=O)cc1,0.9787999999999996,-0.0134075211114014,0.6208433959124782,-6.7,2.344711174003104,278.126657056,1.15,1.75,2.25,260.164,0.3825710308501617,0.3131914909729089,0.3131914909729089,-0.3825710308501617,278.308,0,108
C[C@@H](CO)[NH2+][C@@H](c1ccc(F)cc1)C1CCCC1,2.0012,-1.1066494254070445,0.8260411590937151,-7.3,3.852428566010994,252.17581899609,1.2777777777777777,1.8888888888888888,2.4444444444444446,229.16899999999995,0.3902071860276004,0.122735164502125,0.122735164502125,-0.3902071860276004,252.35299999999992,0,100
CC[C@H](C)NC(=O)CSc1nc2ccccc2c(=O)n1-c1nc[nH]n1,1.5105999999999995,-0.6418481522706281,0.511047677962596,-7.0,3.1788513818522297,358.12119481600007,1.4,2.2,2.92,340.283,0.3529339274224349,0.2686150641966418,0.2686150641966418,-0.3529339274224349,358.4270000000001,0,130
CC(C)CC(=O)C1=C([O-])C(=O)N(CCc2ccccc2)[C@@H]1c1ccc(O)cc1,2.7478000000000007,0.4088887465819272,0.8033004941080739,-7.6,3.022258544576104,378.17108182791,1.1071428571428572,1.75,2.357142857142857,354.25600000000014,0.8684347396913727,0.2394682919160758,0.2394682919160758,-0.8684347396913727,378.448,0,146
COc1ccc(F)c(N2C(=O)CNC(=O)[C@@H]2C(C)C)c1,1.3217,-0.4660617491737186,0.9081967017214896,-6.9,2.922152199644131,280.12232062400005,1.4,2.1,2.7,263.16299999999995,0.4966839175219865,0.2467238888614663,0.2467238888614663,-0.4966839175219865,280.29900000000004,0,108
CCN(CC)S(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1C,1.95552,0.4920304323544411,0.8043135205841164,-7.2,2.491563842452741,360.11774924799994,1.173913043478261,1.826086956521739,2.347826086956522,336.3090000000001,0.2702415354697127,0.2428119305512792,0.2428119305512792,-0.2702415354697127,360.5010000000001,0,130
Cc1cccc(CN2CCN(CN3C(=O)C(=O)c4ccc(N5CCCC5)cc43)CC2)c1,2.899820000000001,1.370242393143082,0.6990983917540994,-7.3,2.30842062667932,418.2368762,0.8387096774193549,1.5806451612903225,2.3225806451612905,388.30100000000016,0.3714728759895674,0.3000769695943066,0.3000769695943066,-0.3714728759895674,418.5410000000003,0,162
CNC(=O)CC[NH+]1CCOc2c(O)cc(-c3csc4ccccc34)cc2C1,2.1873000000000005,-4.628507610677791,0.6472045360422625,-9.2,3.996837908497025,383.14239001609,1.3333333333333333,2.185185185185185,3.037037037037037,360.3090000000002,0.50422974590153,0.2249139173475794,0.2249139173475794,-0.50422974590153,383.4930000000001,0,140
O=C(Cc1csc(-c2cccs2)n1)NCCn1ccc2ccc(F)cc21,4.324300000000003,2.223992535709846,0.5371516975143525,-8.8,2.4252776676013124,385.071882352,1.2307692307692308,2.1538461538461537,3.0,369.36100000000016,0.3539722904315519,0.2256113269689365,0.2256113269689365,-0.3539722904315519,385.4890000000001,0,132
Cc1ccccc1-n1c(S[C@@H](C)C(=O)N[C@](C)(C#N)C(C)C)nnc1-c1ccncc1,4.172800000000003,1.1514474788994475,0.5606779577714814,-7.4,3.2322193586167414,434.1888804520001,1.1612903225806452,1.8387096774193548,2.4516129032258065,408.36100000000016,0.3368672490433468,0.2340597109456533,0.2340597109456533,-0.3368672490433468,434.5690000000001,0,160
Cc1cc(C)c2c(c1)/C(=N/NC(=O)Cn1ccc(C(F)(F)F)n1)CCC2,3.3755400000000018,1.1648249939890662,0.8491676062553738,-9.0,2.7568506433098143,364.151095888,1.3076923076923077,2.076923076923077,2.769230769230769,345.219,0.434659595978894,0.434659595978894,0.2710181076610976,-0.2710181076610976,364.3710000000001,0,138
O=C(CSc1nncs1)Nc1c(Br)cc([N+](=O)[O-])cc1Br,3.7021000000000015,1.541730059949037,0.4206260064322359,-6.8,2.632422665525008,451.824806252,1.4285714285714286,2.095238095238096,2.619047619047619,448.07700000000017,0.323394702506556,0.2713417820959884,0.2713417820959884,-0.323394702506556,454.1250000000001,0,110
O=C([C@H]1CCC(=O)N1S(=O)(=O)c1ccccc1)N1CCCCC1,1.3787999999999998,-0.0140874733874192,0.8356032092391091,-7.8,2.578178228508577,336.11437812,1.0434782608695652,1.6956521739130437,2.347826086956522,316.25300000000004,0.3408779510063439,0.2667232568662295,0.2667232568662295,-0.3408779510063439,336.41300000000024,0,124
N#CCCN(Cc1ccc(N2CCCC2)[nH+]c1)CC1CC1,2.22658,-0.4769124318587684,0.7714221979157839,-7.0,3.4580736330425097,285.20737322009,1.2857142857142858,2.095238095238096,2.7142857142857144,260.215,0.2976467709578585,0.2737812020737059,0.2737812020737059,-0.2976467709578585,285.415,0,112
C[C@H]1CN(CC(=O)N[C@H]2CCC[C@@H](C)[C@H]2C)C(C)(C)CO1,2.4266,-0.8263336168562658,0.8694671209396104,-6.6,3.866164031294188,296.246378264,1.2857142857142858,2.0,2.7142857142857144,264.199,0.3752753196047277,0.2339244507985749,0.2339244507985749,-0.3752753196047277,296.45500000000004,0,122
COc1ccc(C[NH+](C)CC(C)(C)O)cc1O,0.1864000000000002,-2.445879735432776,0.6883142137348659,-5.7,3.913492729682991,240.15941998409,1.3529411764705883,2.0,2.4705882352941178,218.147,0.504245449743049,0.1600023216733797,0.1600023216733797,-0.504245449743049,240.323,0,96
C[C@@H]([C@@H](C)C(=O)NN)[NH+]1CCC[C@@H]1CCCO,-1.1792999999999976,-5.072499482464281,0.2697217885225734,-5.8,5.310507658078389,244.20195349209,1.588235294117647,2.294117647058824,2.8823529411764706,218.151,0.3963723137562701,0.2421930493501334,0.2421930493501334,-0.3963723137562701,244.35899999999995,0,100
C/C=C/C=C/C(=O)NC[C@H]1CN2CCCC[C@@H]2CO1,1.4881999999999995,-1.0903811201663671,0.6176642411059634,-7.3,3.540157254255238,264.183778008,1.4210526315789471,2.3157894736842106,3.1578947368421053,240.177,0.3734223098907331,0.2435685675796081,0.2435685675796081,-0.3734223098907331,264.369,0,106
CC1CCC2(CC1)NC(=O)N(CC(=O)O[C@@H](C)C(=O)N(C)c1ccccc1)C2=O,2.0817999999999994,-0.463339747158249,0.601988696375625,-8.3,3.3624477941291726,401.195070964,1.2413793103448276,1.862068965517241,2.4827586206896552,374.2470000000001,0.4512040745196248,0.3265429693738483,0.3265429693738483,-0.4512040745196248,401.46300000000014,0,156
CC[C@@H](Oc1cccc(OC)c1)C(N)=O,1.3379,0.2778943989835076,0.7955154743921324,-6.4,2.3106744636444763,209.10519334,1.4666666666666666,2.1333333333333333,2.6666666666666665,194.125,0.4966248059506805,0.2579871712389241,0.2579871712389241,-0.4966248059506805,209.24499999999995,0,82
C[NH2+][C@](C)(CCSc1ccncc1)C(=O)[O-],-0.7343999999999997,-3.478622435398991,0.6653230989014943,-5.6,4.2392910567572,240.093248752,1.5625,2.1875,2.6875,224.2,0.5436840430448665,0.1338493966606195,0.1338493966606195,-0.5436840430448665,240.328,0,88
C[C@H]1CCCN(C(=O)Cn2nc(Cc3cccnc3)c3ccccc3c2=O)C1,2.6408000000000005,0.6807437007189625,0.7019980154644312,-8.4,2.733066171137576,376.189926008,1.1785714285714286,2.0,2.75,352.26800000000014,0.3408248245257734,0.2746338520959385,0.2746338520959385,-0.3408248245257734,376.46000000000015,0,144
CCOc1ccc([C@@H]2C[C@H](c3cccnc3)Nc3nnnn32)cc1,2.6131,-0.2099719530897595,0.795369733407385,-8.2,3.46033438961486,322.154209196,1.2083333333333333,2.083333333333333,2.833333333333333,304.228,0.4938897425690415,0.2434981944817214,0.2434981944817214,-0.4938897425690415,322.372,0,122
Cc1cc(NC(=O)N2CCO[C@H](c3ccc(Br)cc3)C2)no1,3.350920000000001,1.1444945645903926,0.8852954387358314,-7.7,2.7594835709632584,365.037503472,1.4090909090909092,2.1818181818181817,2.863636363636364,350.0870000000001,0.3698289495017997,0.3227820751907213,0.3227820751907213,-0.3698289495017997,366.2150000000001,0,116
CN(C(=O)CSc1nnc(-c2ccc(Cl)cc2)n1C[C@H]1CCCO1)[C@@H]1CCS(=O)(=O)C1,2.5151000000000003,-0.0543464378734541,0.5570498893104456,-7.8,3.273388028319133,484.10057496,1.2903225806451613,2.064516129032258,2.7096774193548385,459.8310000000003,0.3763589288628038,0.2325704526756815,0.2325704526756815,-0.3763589288628038,485.0310000000004,0,168
Cc1n[nH]cc1C(=O)NNC(=O)c1ccnc(OC(C)(C)C)c1,1.365219999999999,-0.404380692963486,0.7407135557389892,-7.5,2.896012300446362,317.148789468,1.2173913043478262,1.9130434782608696,2.5217391304347827,298.19700000000006,0.4719188064782715,0.2726487786922976,0.2726487786922976,-0.4719188064782715,317.34900000000005,0,122
O=C(CNC(=O)c1ccc(Oc2ccccc2)cc1)Nc1ccc(-c2nnc3n2CCCCC3)cc1,4.832300000000004,-0.646513015312133,0.393933139517903,-5.9,2.213490200900166,481.2113897240001,0.8333333333333334,1.5833333333333333,2.361111111111111,454.34000000000026,0.4573837967006997,0.2512168335156005,0.2512168335156005,-0.4573837967006997,481.5560000000003,0,182
CCOc1ccc(C(F)(F)F)cc1NC(=O)N(C)[C@H](C)CS(C)(=O)=O,3.000900000000001,0.771448233241574,0.8207079778826897,-6.8,2.867031466859314,382.117412812,1.36,1.96,2.44,361.2360000000001,0.4916995086184473,0.4159901830564397,0.4159901830564397,-0.4916995086184473,382.40400000000017,0,142
Cc1nc(CNC(=O)[C@H]2CCO[C@H]2C)sc1C(=O)[O-],-0.14378,-2.6878676570531086,0.8298834855841626,-6.6,3.92321032579908,283.07580153991,1.5789473684210529,2.3157894736842106,2.8421052631578947,268.20899999999995,0.5438577568529053,0.2256579213300933,0.2256579213300933,-0.5438577568529053,283.329,0,104
Cc1nc(C)c(C(=O)N2CCC(c3cc4c(C)cccc4cn3)CC2)o1,4.167860000000004,1.849462217055749,0.6966463693537104,-8.8,2.6467758512100232,349.179026976,1.1923076923076923,1.9615384615384608,2.6538461538461537,326.25000000000006,0.4355525059376896,0.2910726920679497,0.2910726920679497,-0.4355525059376896,349.4340000000001,0,134
Cc1ccc(/C=C/C(=O)NNC(=O)COc2cccc(C)c2C)cc1,2.851460000000001,1.682621686206256,0.6506202503519296,-8.7,2.019549477934884,338.163042564,1.0,1.72,2.44,316.23100000000005,0.4834251347308431,0.2757917113248775,0.2757917113248775,-0.4834251347308431,338.4070000000001,0,130
C[C@H]1CCCN(c2ccc3nccnc3n2)[C@@H]1C[NH3+],0.8715999999999999,-1.941144891564172,0.8675447169618546,-6.5,3.891195016493001,258.17132206009,1.3157894736842106,2.1578947368421053,3.0,238.189,0.3558472683412417,0.1797006977493089,0.1797006977493089,-0.3558472683412417,258.349,0,100
O=C(NCCn1ncccc1=O)c1cc(C2CC2)on1,0.5386999999999991,-0.4718475478123921,0.858968157272401,-7.4,2.471080167861073,274.106590308,1.5,2.35,3.1,260.16799999999995,0.3603088063236992,0.2730393149521753,0.2730393149521753,-0.3603088063236992,274.28,0,104
C#Cc1cccc(N(CC(=O)N2CCC[C@H](NC(C)=O)C2)C(C)C)c1,2.0098000000000003,-0.1495325304951784,0.833773576195801,-7.9,3.0586205278317866,341.210327104,1.44,2.2,2.84,314.2390000000001,0.3597509766403378,0.2416720540649222,0.2416720540649222,-0.3597509766403378,341.4550000000001,0,134
COC(=O)CCn1c(=O)cc(C(F)(F)F)c2cn(C)nc21,1.3169,-0.2139919975507929,0.8021007762516726,-7.1,2.7089785105420603,303.08307590400005,1.4285714285714286,2.095238095238096,2.6666666666666665,291.144,0.4689463656906776,0.4168775759400352,0.4168775759400352,-0.4689463656906776,303.24,0,114
